"site_id","time","temp_c"
"AQ","2026-08-25T00:00:00.000000",20.9278240203857
"AQ","2026-08-25T01:00:00.000000",20.3552284240723
"AQ","2026-08-25T02:00:00.000000",20.2137985229492
"AQ","2026-08-25T03:00:00.000000",20.1226463317871
"AQ","2026-08-25T04:00:00.000000",20.1185531616211
"AQ","2026-08-25T05:00:00.000000",20.0822296142578
"AQ","2026-08-25T06:00:00.000000",20.0309104919434
"AQ","2026-08-25T07:00:00.000000",20.0000114440918
"AQ","2026-08-25T08:00:00.000000",19.9784774780273
"AQ","2026-08-25T09:00:00.000000",19.9611473083496
"AQ","2026-08-25T10:00:00.000000",19.9502334594727
"AQ","2026-08-25T11:00:00.000000",19.9562492370605
"AQ","2026-08-25T12:00:00.000000",19.9975128173828
"AQ","2026-08-25T13:00:00.000000",20.0363311767578
"AQ","2026-08-25T14:00:00.000000",20.0460414886475
"AQ","2026-08-25T15:00:00.000000",20.0572528839111
"AQ","2026-08-25T16:00:00.000000",20.0781478881836
"AQ","2026-08-25T17:00:00.000000",20.1486835479736
"AQ","2026-08-25T18:00:00.000000",20.2207775115967
"AQ","2026-08-25T19:00:00.000000",20.2556915283203
"AQ","2026-08-25T20:00:00.000000",20.262336730957
"AQ","2026-08-25T21:00:00.000000",20.2697944641113
"AQ","2026-08-25T22:00:00.000000",20.2573661804199
"AQ","2026-08-25T23:00:00.000000",20.2166366577148
"AQ","2026-08-26T00:00:00.000000",20.2087574005127
"AQ","2026-08-26T01:00:00.000000",19.9515190124512
"AQ","2026-08-26T02:00:00.000000",19.9076881408691
"AQ","2026-08-26T03:00:00.000000",19.917989730835
"AQ","2026-08-26T04:00:00.000000",19.9158897399902
"AQ","2026-08-26T05:00:00.000000",19.8952865600586
"AQ","2026-08-26T06:00:00.000000",19.8864421844482
"AQ","2026-08-26T07:00:00.000000",19.8906898498535
"AQ","2026-08-26T08:00:00.000000",19.8944816589355
"AQ","2026-08-26T09:00:00.000000",19.8878040313721
"AQ","2026-08-26T10:00:00.000000",19.8808765411377
"AQ","2026-08-26T11:00:00.000000",19.8930740356445
"AQ","2026-08-26T12:00:00.000000",19.9147644042969
"AQ","2026-08-26T13:00:00.000000",19.9283046722412
"AQ","2026-08-26T14:00:00.000000",19.9529628753662
"AQ","2026-08-26T15:00:00.000000",19.9720096588135
"AQ","2026-08-26T16:00:00.000000",20.007152557373
"AQ","2026-08-26T17:00:00.000000",20.0383358001709
"AQ","2026-08-26T18:00:00.000000",20.0657539367676
"AQ","2026-08-26T19:00:00.000000",20.1004600524902
"AQ","2026-08-26T20:00:00.000000",20.1208057403564
"AQ","2026-08-26T21:00:00.000000",20.1449184417725
"AQ","2026-08-26T22:00:00.000000",20.1671504974365
"AQ","2026-08-26T23:00:00.000000",20.2160739898682
"AQ","2026-08-27T00:00:00.000000",20.2464580535889
"AQ","2026-08-27T01:00:00.000000",20.443416595459
"AQ","2026-08-27T02:00:00.000000",20.5278339385986
"AQ","2026-08-27T03:00:00.000000",20.5265426635742
"AQ","2026-08-27T04:00:00.000000",20.5392436981201
"AQ","2026-08-27T05:00:00.000000",20.4651832580566
"AQ","2026-08-27T06:00:00.000000",20.4376449584961
"AQ","2026-08-27T07:00:00.000000",20.4293365478516
"AQ","2026-08-27T08:00:00.000000",20.4102535247803
"AQ","2026-08-27T09:00:00.000000",20.384635925293
"AQ","2026-08-27T10:00:00.000000",20.3638076782227
"AQ","2026-08-27T11:00:00.000000",20.3644123077393
"AQ","2026-08-27T12:00:00.000000",20.3908233642578
"AQ","2026-08-27T13:00:00.000000",20.4343013763428
"AQ","2026-08-27T14:00:00.000000",20.5134086608887
"AQ","2026-08-27T15:00:00.000000",20.5860805511475
"AQ","2026-08-27T16:00:00.000000",20.6070995330811
"AQ","2026-08-27T17:00:00.000000",20.5854835510254
"AQ","2026-08-27T18:00:00.000000",20.5939712524414
"AQ","2026-08-27T19:00:00.000000",20.6188793182373
"AQ","2026-08-27T20:00:00.000000",20.6695880889893
"AQ","2026-08-27T21:00:00.000000",20.6826343536377
"AQ","2026-08-27T22:00:00.000000",20.6920394897461
"AQ","2026-08-27T23:00:00.000000",20.692403793335
"AQ","2026-08-28T00:00:00.000000",20.6911506652832
"AQ","2026-08-28T01:00:00.000000",20.7491321563721
"AQ","2026-08-28T02:00:00.000000",20.8090496063232
"AQ","2026-08-28T03:00:00.000000",20.8134899139404
"AQ","2026-08-28T04:00:00.000000",20.8140735626221
"AQ","2026-08-28T05:00:00.000000",20.7495021820068
"AQ","2026-08-28T06:00:00.000000",20.6605663299561
"AQ","2026-08-28T07:00:00.000000",20.6615886688232
"AQ","2026-08-28T08:00:00.000000",20.6659984588623
"AQ","2026-08-28T09:00:00.000000",20.6518173217773
"AQ","2026-08-28T10:00:00.000000",20.6456203460693
"AQ","2026-08-28T11:00:00.000000",20.6606578826904
"AQ","2026-08-28T12:00:00.000000",20.6775798797607
"AQ","2026-08-28T13:00:00.000000",20.7001571655273
"AQ","2026-08-28T14:00:00.000000",20.7554378509521
"AQ","2026-08-28T15:00:00.000000",20.8142127990723
"AQ","2026-08-28T16:00:00.000000",20.8478984832764
"AQ","2026-08-28T17:00:00.000000",20.8258152008057
"AQ","2026-08-28T18:00:00.000000",20.7746810913086
"AQ","2026-08-28T19:00:00.000000",20.8138942718506
"AQ","2026-08-28T20:00:00.000000",20.8784580230713
"AQ","2026-08-28T21:00:00.000000",20.9193935394287
"AQ","2026-08-28T22:00:00.000000",20.9315719604492
"AQ","2026-08-28T23:00:00.000000",20.9323921203613
"AQ","2026-08-29T00:00:00.000000",20.9007396697998
"AQ","2026-08-29T01:00:00.000000",20.9099292755127
"AQ","2026-08-29T02:00:00.000000",20.9713363647461
"AQ","2026-08-29T03:00:00.000000",21.0377445220947
"AQ","2026-08-29T04:00:00.000000",21.0591907501221
"AQ","2026-08-29T05:00:00.000000",20.9968128204346
"AQ","2026-08-29T06:00:00.000000",20.908260345459
"AQ","2026-08-29T07:00:00.000000",20.883092880249
"AQ","2026-08-29T08:00:00.000000",20.8743743896484
"AQ","2026-08-29T09:00:00.000000",20.8736305236816
"AQ","2026-08-29T10:00:00.000000",20.865629196167
"AQ","2026-08-29T11:00:00.000000",20.853385925293
"AQ","2026-08-29T12:00:00.000000",20.8587017059326
"AQ","2026-08-29T13:00:00.000000",20.8681869506836
"AQ","2026-08-29T14:00:00.000000",20.8815307617188
"AQ","2026-08-29T15:00:00.000000",20.9439010620117
"AQ","2026-08-29T16:00:00.000000",21.0110950469971
"AQ","2026-08-29T17:00:00.000000",21.0313663482666
"AQ","2026-08-29T18:00:00.000000",20.9277820587158
"AQ","2026-08-29T19:00:00.000000",20.9319343566895
"AQ","2026-08-29T20:00:00.000000",21.0027885437012
"AQ","2026-08-29T21:00:00.000000",21.0737419128418
"AQ","2026-08-29T22:00:00.000000",21.1025981903076
"AQ","2026-08-29T23:00:00.000000",21.098970413208
"AQ","2026-08-30T00:00:00.000000",21.0694618225098
"AQ","2026-08-30T01:00:00.000000",21.0489273071289
"AQ","2026-08-30T02:00:00.000000",21.09202003479
"AQ","2026-08-30T03:00:00.000000",21.2103118896484
"AQ","2026-08-30T04:00:00.000000",21.2656936645508
"AQ","2026-08-30T05:00:00.000000",21.2693481445312
"AQ","2026-08-30T06:00:00.000000",21.1430683135986
"AQ","2026-08-30T07:00:00.000000",21.0242366790771
"AQ","2026-08-30T08:00:00.000000",20.9981021881104
"AQ","2026-08-30T09:00:00.000000",20.9899997711182
"AQ","2026-08-30T10:00:00.000000",20.9342823028564
"AQ","2026-08-30T11:00:00.000000",20.9025535583496
"AQ","2026-08-30T12:00:00.000000",20.8957233428955
"AQ","2026-08-30T13:00:00.000000",20.9492263793945
"AQ","2026-08-30T14:00:00.000000",20.9809646606445
"AQ","2026-08-30T15:00:00.000000",21.0376586914062
"AQ","2026-08-30T16:00:00.000000",21.1987781524658
"AQ","2026-08-30T17:00:00.000000",21.2873115539551
"AQ","2026-08-30T18:00:00.000000",21.2520980834961
"AQ","2026-08-30T19:00:00.000000",21.1436595916748
"AQ","2026-08-30T20:00:00.000000",21.2056331634521
"AQ","2026-08-30T21:00:00.000000",21.2393703460693
"AQ","2026-08-30T22:00:00.000000",21.2564067840576
"AQ","2026-08-30T23:00:00.000000",21.2576503753662
"AQ","2026-08-31T00:00:00.000000",21.2515850067139
"CB","2026-08-25T00:00:00.000000",19.9113311767578
"CB","2026-08-25T01:00:00.000000",20.0329914093018
"CB","2026-08-25T02:00:00.000000",20.0703029632568
"CB","2026-08-25T03:00:00.000000",19.9924163818359
"CB","2026-08-25T04:00:00.000000",19.9227962493896
"CB","2026-08-25T05:00:00.000000",19.9136333465576
"CB","2026-08-25T06:00:00.000000",19.9263019561768
"CB","2026-08-25T07:00:00.000000",19.9246978759766
"CB","2026-08-25T08:00:00.000000",19.9201564788818
"CB","2026-08-25T09:00:00.000000",19.9237823486328
"CB","2026-08-25T10:00:00.000000",19.9278430938721
"CB","2026-08-25T11:00:00.000000",19.9583110809326
"CB","2026-08-25T12:00:00.000000",19.9744281768799
"CB","2026-08-25T13:00:00.000000",19.9866104125977
"CB","2026-08-25T14:00:00.000000",19.9981575012207
"CB","2026-08-25T15:00:00.000000",20.0197505950928
"CB","2026-08-25T16:00:00.000000",20.0281200408936
"CB","2026-08-25T17:00:00.000000",20.0427532196045
"CB","2026-08-25T18:00:00.000000",20.0400085449219
"CB","2026-08-25T19:00:00.000000",20.0430469512939
"CB","2026-08-25T20:00:00.000000",20.0408458709717
"CB","2026-08-25T21:00:00.000000",20.0398559570312
"CB","2026-08-25T22:00:00.000000",20.0495357513428
"CB","2026-08-25T23:00:00.000000",20.0871047973633
"CB","2026-08-26T00:00:00.000000",20.1536865234375
"CB","2026-08-26T01:00:00.000000",20.0516815185547
"CB","2026-08-26T02:00:00.000000",20.0222415924072
"CB","2026-08-26T03:00:00.000000",20.0259895324707
"CB","2026-08-26T04:00:00.000000",19.9968814849854
"CB","2026-08-26T05:00:00.000000",19.9755744934082
"CB","2026-08-26T06:00:00.000000",19.9735660552979
"CB","2026-08-26T07:00:00.000000",19.9751644134521
"CB","2026-08-26T08:00:00.000000",19.9670486450195
"CB","2026-08-26T09:00:00.000000",19.9659729003906
"CB","2026-08-26T10:00:00.000000",19.9757194519043
"CB","2026-08-26T11:00:00.000000",19.9782409667969
"CB","2026-08-26T12:00:00.000000",19.9795360565186
"CB","2026-08-26T13:00:00.000000",19.9739780426025
"CB","2026-08-26T14:00:00.000000",19.9635753631592
"CB","2026-08-26T15:00:00.000000",19.9635543823242
"CB","2026-08-26T16:00:00.000000",19.969274520874
"CB","2026-08-26T17:00:00.000000",20.0130825042725
"CB","2026-08-26T18:00:00.000000",20.0250720977783
"CB","2026-08-26T19:00:00.000000",20.0310459136963
"CB","2026-08-26T20:00:00.000000",20.0314140319824
"CB","2026-08-26T21:00:00.000000",20.0313701629639
"CB","2026-08-26T22:00:00.000000",20.0318279266357
"CB","2026-08-26T23:00:00.000000",20.0383605957031
"CB","2026-08-27T00:00:00.000000",20.0932483673096
"CB","2026-08-27T01:00:00.000000",20.2003993988037
"CB","2026-08-27T02:00:00.000000",20.2156105041504
"CB","2026-08-27T03:00:00.000000",20.224271774292
"CB","2026-08-27T04:00:00.000000",20.2273082733154
"CB","2026-08-27T05:00:00.000000",20.1804428100586
"CB","2026-08-27T06:00:00.000000",20.1506748199463
"CB","2026-08-27T07:00:00.000000",20.1501178741455
"CB","2026-08-27T08:00:00.000000",20.1460094451904
"CB","2026-08-27T09:00:00.000000",20.1376075744629
"CB","2026-08-27T10:00:00.000000",20.1361274719238
"CB","2026-08-27T11:00:00.000000",20.1481323242188
"CB","2026-08-27T12:00:00.000000",20.1589794158936
"CB","2026-08-27T13:00:00.000000",20.1721343994141
"CB","2026-08-27T14:00:00.000000",20.1888751983643
"CB","2026-08-27T15:00:00.000000",20.2113189697266
"CB","2026-08-27T16:00:00.000000",20.2183818817139
"CB","2026-08-27T17:00:00.000000",20.2319450378418
"CB","2026-08-27T18:00:00.000000",20.2265338897705
"CB","2026-08-27T19:00:00.000000",20.1992168426514
"CB","2026-08-27T20:00:00.000000",20.194543838501
"CB","2026-08-27T21:00:00.000000",20.1885089874268
"CB","2026-08-27T22:00:00.000000",20.1859169006348
"CB","2026-08-27T23:00:00.000000",20.1866798400879
"CB","2026-08-28T00:00:00.000000",20.2090454101562
"CB","2026-08-28T01:00:00.000000",20.2193050384521
"CB","2026-08-28T02:00:00.000000",20.2435970306396
"CB","2026-08-28T03:00:00.000000",20.2570247650146
"CB","2026-08-28T04:00:00.000000",20.2593441009521
"CB","2026-08-28T05:00:00.000000",20.2364654541016
"CB","2026-08-28T06:00:00.000000",20.2181739807129
"CB","2026-08-28T07:00:00.000000",20.223445892334
"CB","2026-08-28T08:00:00.000000",20.2336711883545
"CB","2026-08-28T09:00:00.000000",20.2314434051514
"CB","2026-08-28T10:00:00.000000",20.2309036254883
"CB","2026-08-28T11:00:00.000000",20.2349147796631
"CB","2026-08-28T12:00:00.000000",20.2414436340332
"CB","2026-08-28T13:00:00.000000",20.259880065918
"CB","2026-08-28T14:00:00.000000",20.2838459014893
"CB","2026-08-28T15:00:00.000000",20.311487197876
"CB","2026-08-28T16:00:00.000000",20.3206329345703
"CB","2026-08-28T17:00:00.000000",20.315034866333
"CB","2026-08-28T18:00:00.000000",20.3123149871826
"CB","2026-08-28T19:00:00.000000",20.3071479797363
"CB","2026-08-28T20:00:00.000000",20.3213920593262
"CB","2026-08-28T21:00:00.000000",20.3251495361328
"CB","2026-08-28T22:00:00.000000",20.3252658843994
"CB","2026-08-28T23:00:00.000000",20.3262481689453
"CB","2026-08-29T00:00:00.000000",20.3376426696777
"CB","2026-08-29T01:00:00.000000",20.3614044189453
"CB","2026-08-29T02:00:00.000000",20.4354686737061
"CB","2026-08-29T03:00:00.000000",20.5105285644531
"CB","2026-08-29T04:00:00.000000",20.528995513916
"CB","2026-08-29T05:00:00.000000",20.5216999053955
"CB","2026-08-29T06:00:00.000000",20.4298229217529
"CB","2026-08-29T07:00:00.000000",20.3812465667725
"CB","2026-08-29T08:00:00.000000",20.3749542236328
"CB","2026-08-29T09:00:00.000000",20.3757591247559
"CB","2026-08-29T10:00:00.000000",20.3731689453125
"CB","2026-08-29T11:00:00.000000",20.3745899200439
"CB","2026-08-29T12:00:00.000000",20.3784084320068
"CB","2026-08-29T13:00:00.000000",20.3850517272949
"CB","2026-08-29T14:00:00.000000",20.412727355957
"CB","2026-08-29T15:00:00.000000",20.4435806274414
"CB","2026-08-29T16:00:00.000000",20.4696407318115
"CB","2026-08-29T17:00:00.000000",20.473913192749
"CB","2026-08-29T18:00:00.000000",20.4583034515381
"CB","2026-08-29T19:00:00.000000",20.4506797790527
"CB","2026-08-29T20:00:00.000000",20.4401664733887
"CB","2026-08-29T21:00:00.000000",20.4455013275146
"CB","2026-08-29T22:00:00.000000",20.4424724578857
"CB","2026-08-29T23:00:00.000000",20.4431838989258
"CB","2026-08-30T00:00:00.000000",20.4441814422607
"CB","2026-08-30T01:00:00.000000",20.4557189941406
"CB","2026-08-30T02:00:00.000000",20.5019817352295
"CB","2026-08-30T03:00:00.000000",20.5993785858154
"CB","2026-08-30T04:00:00.000000",20.652099609375
"CB","2026-08-30T05:00:00.000000",20.6545543670654
"CB","2026-08-30T06:00:00.000000",20.6028823852539
"CB","2026-08-30T07:00:00.000000",20.5232982635498
"CB","2026-08-30T08:00:00.000000",20.4778347015381
"CB","2026-08-30T09:00:00.000000",20.479320526123
"CB","2026-08-30T10:00:00.000000",20.4758014678955
"CB","2026-08-30T11:00:00.000000",20.4743824005127
"CB","2026-08-30T12:00:00.000000",20.4750213623047
"CB","2026-08-30T13:00:00.000000",20.4867153167725
"CB","2026-08-30T14:00:00.000000",20.5081806182861
"CB","2026-08-30T15:00:00.000000",20.5530910491943
"CB","2026-08-30T16:00:00.000000",20.6012916564941
"CB","2026-08-30T17:00:00.000000",20.6119079589844
"CB","2026-08-30T18:00:00.000000",20.6156749725342
"CB","2026-08-30T19:00:00.000000",20.5998306274414
"CB","2026-08-30T20:00:00.000000",20.559606552124
"CB","2026-08-30T21:00:00.000000",20.567626953125
"CB","2026-08-30T22:00:00.000000",20.5661144256592
"CB","2026-08-30T23:00:00.000000",20.564697265625
"CB","2026-08-31T00:00:00.000000",20.5658264160156
"CI","2026-08-25T00:00:00.000000",21.0065727233887
"CI","2026-08-25T01:00:00.000000",20.3861236572266
"CI","2026-08-25T02:00:00.000000",20.1797618865967
"CI","2026-08-25T03:00:00.000000",20.1239242553711
"CI","2026-08-25T04:00:00.000000",20.0546627044678
"CI","2026-08-25T05:00:00.000000",20.0396881103516
"CI","2026-08-25T06:00:00.000000",20.036169052124
"CI","2026-08-25T07:00:00.000000",20.036169052124
"CI","2026-08-25T08:00:00.000000",20.036169052124
"CI","2026-08-25T09:00:00.000000",20.036169052124
"CI","2026-08-25T10:00:00.000000",20.036169052124
"CI","2026-08-25T11:00:00.000000",19.9116306304932
"CI","2026-08-25T12:00:00.000000",19.9661254882812
